YEAR,MONTH,DAY,DAY_OF_WEEK,FLIGHT_NUMBER,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,8,11,2,3170,1537,1528,-9,9,1537,114,102,77,557,1654,16,1731,1710,-21,0,0,NA,NA,NA,NA,NA
2015,8,4,2,4597,1316,1309,-7,31,1340,68,83,44,236,1424,8,1424,1432,8,0,0,NA,NA,NA,NA,NA
2015,8,30,7,253,55,45,-10,14,59,191,181,161,1379,540,6,606,546,-20,0,0,NA,NA,NA,NA,NA
2015,2,27,5,3415,1110,1100,-10,17,1117,110,93,70,526,1227,6,1300,1233,-27,0,0,NA,NA,NA,NA,NA
2015,9,17,4,1834,1650,1646,-4,12,1658,105,99,81,601,1819,6,1835,1825,-10,0,0,NA,NA,NA,NA,NA
2015,1,15,4,1262,1532,1529,-3,22,1551,163,180,128,937,1759,30,1815,1829,14,0,0,NA,NA,NA,NA,NA
2015,4,4,6,906,1335,1338,3,12,1350,95,82,61,414,1451,9,1510,1500,-10,0,0,NA,NA,NA,NA,NA
2015,1,15,4,109,1920,1919,-1,16,1935,337,327,305,2182,2140,6,2157,2146,-11,0,0,NA,NA,NA,NA,NA
2015,7,1,3,179,1030,1024,-6,26,1050,380,375,342,2586,1332,7,1350,1339,-11,0,0,NA,NA,NA,NA,NA
2015,10,21,3,2513,920,919,-1,17,936,185,180,154,1107,1210,9,1225,1219,-6,0,0,NA,NA,NA,NA,NA
2015,8,19,3,1778,1548,1549,1,23,1612,196,185,155,1123,1647,7,1704,1654,-10,0,0,NA,NA,NA,NA,NA
2015,5,27,3,3320,1645,1654,9,11,1705,105,98,81,541,1726,6,1730,1732,2,0,0,NA,NA,NA,NA,NA
2015,8,7,5,4243,1006,959,-7,16,1015,157,153,128,872,1123,9,1143,1132,-11,0,0,NA,NA,NA,NA,NA
2015,2,8,7,2379,2044,2041,-3,17,2058,103,94,71,534,2209,6,2227,2215,-12,0,0,NA,NA,NA,NA,NA
2015,12,15,2,2793,705,700,-5,8,708,130,98,78,526,826,12,915,838,-37,0,0,NA,NA,NA,NA,NA
2015,8,14,5,296,1950,2002,12,30,2032,175,180,142,1123,54,8,45,102,17,0,0,5,0,12,0,0
2015,7,21,2,14,1550,1558,8,25,1623,305,297,263,2402,2346,9,2355,2355,0,0,0,NA,NA,NA,NA,NA
2015,10,24,6,3329,825,825,0,13,838,65,65,49,325,927,3,930,930,0,0,0,NA,NA,NA,NA,NA
2015,1,27,2,1218,850,843,-7,15,858,140,145,124,852,1102,6,1110,1108,-2,0,0,NA,NA,NA,NA,NA
2015,3,20,5,474,825,845,20,110,1035,180,271,158,998,1213,3,1025,1216,111,0,0,91,0,20,0,0
2015,6,30,2,2961,810,805,-5,10,815,160,150,136,991,931,4,950,935,-15,0,0,NA,NA,NA,NA,NA
2015,4,10,5,357,935,927,-8,16,943,239,238,217,1514,1120,5,1134,1125,-9,0,0,NA,NA,NA,NA,NA
2015,4,29,3,901,635,631,-4,10,641,50,49,31,148,712,8,725,720,-5,0,0,NA,NA,NA,NA,NA
2015,6,14,7,458,620,633,13,15,648,318,300,278,2370,1426,7,1438,1433,-5,0,0,NA,NA,NA,NA,NA
2015,3,6,5,1551,1356,1354,-2,15,1409,179,164,136,867,1525,13,1555,1538,-17,0,0,NA,NA,NA,NA,NA
2015,4,17,5,4649,1111,1100,-11,31,1131,85,92,57,347,1228,4,1236,1232,-4,0,0,NA,NA,NA,NA,NA
2015,5,6,3,283,1350,1346,-4,15,1401,105,91,72,515,1513,4,1535,1517,-18,0,0,NA,NA,NA,NA,NA
2015,5,16,6,5171,1721,1724,3,8,1732,127,99,86,599,1758,5,1828,1803,-25,0,0,NA,NA,NA,NA,NA
2015,3,5,4,4909,1115,NA,NA,NA,NA,124,NA,NA,738,NA,NA,1419,NA,NA,0,1,NA,NA,NA,NA,NA
2015,11,28,6,4294,2148,2132,-16,8,2140,146,139,126,773,2246,5,2314,2251,-23,0,0,NA,NA,NA,NA,NA
2015,11,14,6,483,1805,1801,-4,11,1812,157,136,118,956,2010,7,2042,2017,-25,0,0,NA,NA,NA,NA,NA
2015,4,8,3,1300,1225,1219,-6,13,1232,169,149,124,986,1536,12,1614,1548,-26,0,0,NA,NA,NA,NA,NA
2015,2,22,7,3296,1058,1106,8,11,1117,82,83,63,396,1220,9,1220,1229,9,0,0,NA,NA,NA,NA,NA
2015,7,27,1,1536,605,604,-1,12,616,155,146,127,937,823,7,840,830,-10,0,0,NA,NA,NA,NA,NA
2015,9,10,4,733,1535,1532,-3,16,1548,290,278,255,1927,1703,7,1725,1710,-15,0,0,NA,NA,NA,NA,NA
2015,11,12,4,5087,1038,1128,50,12,1140,100,91,75,448,1155,4,1118,1159,41,0,0,0,0,33,8,0
2015,5,20,3,435,1025,1023,-2,21,1044,187,175,145,1107,1309,9,1332,1318,-14,0,0,NA,NA,NA,NA,NA
2015,1,9,5,7402,1350,1350,0,21,1411,81,87,57,306,1508,9,1511,1517,6,0,0,NA,NA,NA,NA,NA
2015,5,23,6,1629,1045,1112,27,11,1123,200,168,152,1167,1255,5,1305,1300,-5,0,0,NA,NA,NA,NA,NA
2015,6,4,4,303,2050,2046,-4,30,2116,118,111,75,502,2231,6,2248,2237,-11,0,0,NA,NA,NA,NA,NA
2015,2,4,3,103,505,522,17,21,543,140,142,113,738,736,8,725,744,19,0,0,2,0,17,0,0
2015,5,31,7,5996,1405,1406,1,17,1423,70,60,39,223,1602,4,1615,1606,-9,0,0,NA,NA,NA,NA,NA
2015,9,15,2,1402,1903,1902,-1,20,1922,163,166,141,991,2043,5,2046,2048,2,0,0,NA,NA,NA,NA,NA
2015,8,27,4,1410,1915,1908,-7,14,1922,153,133,115,1010,2117,4,2148,2121,-27,0,0,NA,NA,NA,NA,NA
2015,7,12,7,5507,1300,1249,-11,13,1302,120,110,88,639,1530,9,1600,1539,-21,0,0,NA,NA,NA,NA,NA
2015,5,2,6,5934,1732,1722,-10,5,1727,113,107,85,528,1752,17,1825,1809,-16,0,0,NA,NA,NA,NA,NA
2015,6,9,2,736,1700,1724,24,14,1738,238,251,202,1744,2300,35,2258,2335,37,0,0,13,0,11,13,0
2015,9,11,5,2299,1820,1819,-1,17,1836,146,134,113,929,2129,4,2146,2133,-13,0,0,NA,NA,NA,NA,NA
2015,7,7,2,2913,1340,1331,-9,18,1349,89,97,74,391,1503,5,1509,1508,-1,0,0,NA,NA,NA,NA,NA
2015,9,5,6,3502,2025,2045,20,10,2055,95,80,66,404,2201,4,2200,2205,5,0,0,NA,NA,NA,NA,NA
2015,9,17,4,2556,1930,1942,12,16,1958,193,190,169,1254,2047,5,2043,2052,9,0,0,NA,NA,NA,NA,NA
2015,6,19,5,500,1500,1500,0,24,1524,173,165,136,1107,1740,5,1753,1745,-8,0,0,NA,NA,NA,NA,NA
2015,12,25,5,6302,1929,1920,-9,8,1928,54,39,26,110,1954,5,2023,1959,-24,0,0,NA,NA,NA,NA,NA
2015,8,2,7,1777,1705,1715,10,53,1808,345,368,308,2288,2016,7,1950,2023,33,0,0,23,0,10,0,0
2015,6,15,1,1233,1025,1024,-1,18,1042,101,99,77,516,1159,4,1206,1203,-3,0,0,NA,NA,NA,NA,NA
2015,11,23,1,1634,920,914,-6,19,933,75,69,46,266,1019,4,1035,1023,-12,0,0,NA,NA,NA,NA,NA
2015,4,12,7,3598,1320,1319,-1,7,1326,70,64,53,327,1419,4,1430,1423,-7,0,0,NA,NA,NA,NA,NA
2015,8,19,3,1967,1500,1508,8,21,1529,168,189,165,1056,1814,3,1748,1817,29,0,0,21,0,8,0,0
2015,4,21,2,2848,1850,1901,11,25,1926,92,105,67,391,2033,13,2022,2046,24,0,0,13,0,0,11,0
2015,1,16,5,4764,1544,1540,-4,13,1553,139,138,118,871,1851,7,1903,1858,-5,0,0,NA,NA,NA,NA,NA
2015,3,11,3,603,1150,1146,-4,23,1209,150,156,127,867,1416,6,1420,1422,2,0,0,NA,NA,NA,NA,NA
2015,3,23,1,3578,1855,2158,183,11,2209,250,240,219,1491,2348,10,2105,2358,173,0,0,0,0,0,173,0
2015,8,27,4,976,1910,1910,0,15,1925,100,87,68,528,2133,4,2150,2137,-13,0,0,NA,NA,NA,NA,NA
2015,2,4,3,952,1700,1710,10,24,1734,154,156,119,989,2033,13,2034,2046,12,0,0,NA,NA,NA,NA,NA
2015,7,23,4,2597,1237,1236,-1,32,1308,73,78,42,226,1350,4,1350,1354,4,0,0,NA,NA,NA,NA,NA
2015,1,7,3,1262,2300,2256,-4,20,2316,314,321,287,2475,703,14,714,717,3,0,0,NA,NA,NA,NA,NA
2015,4,25,6,941,1150,1152,2,13,1205,125,114,91,721,1436,10,1455,1446,-9,0,0,NA,NA,NA,NA,NA
2015,5,14,4,2869,905,933,28,16,949,112,111,90,677,1219,5,1157,1224,27,0,0,0,0,24,3,0
2015,12,1,2,406,645,647,2,32,719,131,138,92,735,851,14,856,905,9,0,0,NA,NA,NA,NA,NA
2015,6,26,5,760,2225,2232,7,12,2244,108,99,78,628,102,9,113,111,-2,0,0,NA,NA,NA,NA,NA
2015,5,4,1,2056,1415,1414,-1,8,1422,130,116,100,651,1502,8,1525,1510,-15,0,0,NA,NA,NA,NA,NA
2015,8,9,7,793,1610,1610,0,10,1620,85,75,61,436,1721,4,1735,1725,-10,0,0,NA,NA,NA,NA,NA
2015,3,10,2,426,2050,2048,-2,16,2104,114,103,81,723,2325,6,2344,2331,-13,0,0,NA,NA,NA,NA,NA
2015,5,26,2,1191,1425,1540,75,25,1605,126,132,95,631,1740,12,1631,1752,81,0,0,6,0,0,0,75
2015,3,20,5,575,600,555,-5,15,610,108,99,76,589,826,8,848,834,-14,0,0,NA,NA,NA,NA,NA
2015,12,16,3,1482,1345,1339,-6,17,1356,180,177,152,1055,1428,8,1445,1436,-9,0,0,NA,NA,NA,NA,NA
2015,6,27,6,1136,1320,1341,21,7,1348,215,202,187,1444,1455,8,1455,1503,8,0,0,NA,NA,NA,NA,NA
2015,9,27,7,2151,950,945,-5,9,954,80,71,58,417,1052,4,1110,1056,-14,0,0,NA,NA,NA,NA,NA
2015,3,21,6,3208,1600,1555,-5,16,1611,152,156,136,977,1827,4,1832,1831,-1,0,0,NA,NA,NA,NA,NA
2015,9,3,4,2471,1725,1734,9,9,1743,180,173,161,1182,1824,3,1825,1827,2,0,0,NA,NA,NA,NA,NA
2015,2,9,1,367,1945,1954,9,10,2004,130,131,116,802,2200,5,2155,2205,10,0,0,NA,NA,NA,NA,NA
2015,12,21,1,53,1500,1456,-4,12,1508,159,159,142,1012,1830,5,1839,1835,-4,0,0,NA,NA,NA,NA,NA
2015,2,16,1,4830,1245,1244,-1,8,1252,110,108,90,605,1422,10,1435,1432,-3,0,0,NA,NA,NA,NA,NA
2015,11,4,3,2020,1500,1453,-7,16,1509,176,177,156,1211,1745,5,1756,1750,-6,0,0,NA,NA,NA,NA,NA
2015,9,2,3,3237,700,700,0,12,712,60,63,49,296,801,2,800,803,3,0,0,NA,NA,NA,NA,NA
2015,8,28,5,593,1530,1540,10,12,1552,155,158,142,925,1814,4,1805,1818,13,0,0,NA,NA,NA,NA,NA
2015,10,31,6,3848,810,805,-5,12,817,80,98,53,306,910,33,930,943,13,0,0,NA,NA,NA,NA,NA
2015,8,20,4,2672,1900,2043,103,31,2114,81,81,43,184,2157,7,2021,2204,103,0,0,103,0,0,0,0
2015,11,5,4,37,1540,1558,18,19,1617,234,224,195,1399,1732,10,1734,1742,8,0,0,NA,NA,NA,NA,NA
2015,9,30,3,1280,1220,1213,-7,16,1229,181,161,136,986,1345,9,1421,1354,-27,0,0,NA,NA,NA,NA,NA
2015,9,8,2,2656,1348,1343,-5,16,1359,50,48,26,102,1425,6,1438,1431,-7,0,0,NA,NA,NA,NA,NA
2015,8,30,7,2513,1615,1608,-7,15,1623,273,265,240,1947,2323,10,2348,2333,-15,0,0,NA,NA,NA,NA,NA
2015,10,23,5,2799,1010,1025,15,14,1039,145,143,124,806,1243,5,1235,1248,13,0,0,NA,NA,NA,NA,NA
2015,1,23,5,3258,1401,1356,-5,13,1409,187,202,183,946,1612,6,1608,1618,10,0,0,NA,NA,NA,NA,NA
2015,1,27,2,2915,1253,NA,NA,NA,NA,97,NA,NA,425,NA,NA,1430,NA,NA,0,1,NA,NA,NA,NA,NA
2015,2,11,3,187,1156,1252,56,24,1316,174,165,134,867,1430,7,1350,1437,47,0,0,0,0,0,47,0
2015,2,17,2,5595,920,917,-3,23,940,60,76,28,125,1008,25,1020,1033,13,0,0,NA,NA,NA,NA,NA
2015,6,22,1,1908,730,812,42,124,1016,93,249,120,334,1216,5,903,1221,198,0,0,198,0,0,0,0
2015,2,4,3,2948,1958,2002,4,48,2050,72,104,48,312,2138,8,2110,2146,36,0,0,36,0,0,0,0
2015,10,31,6,1481,845,842,-3,10,852,90,84,67,391,959,7,1015,1006,-9,0,0,NA,NA,NA,NA,NA
2015,8,19,3,1590,910,905,-5,49,954,177,204,144,1055,1018,11,1007,1029,22,0,0,22,0,0,0,0
2015,3,5,4,1676,1347,1414,27,20,1434,66,69,39,214,1413,10,1353,1423,30,0,0,3,0,10,17,0
2015,2,22,7,2467,600,702,62,11,713,85,87,64,366,817,12,725,829,64,0,0,2,0,62,0,0
2015,11,13,5,6337,1845,1842,-3,17,1859,64,59,39,230,1938,3,1949,1941,-8,0,0,NA,NA,NA,NA,NA
2015,7,9,4,379,740,735,-5,15,750,250,266,240,1927,1450,11,1450,1501,11,0,0,NA,NA,NA,NA,NA
2015,8,5,3,1939,735,730,-5,16,746,352,344,321,2378,1007,7,1027,1014,-13,0,0,NA,NA,NA,NA,NA
2015,7,7,2,788,750,746,-4,10,756,120,118,101,696,1037,7,1050,1044,-6,0,0,NA,NA,NA,NA,NA
2015,8,30,7,3224,725,719,-6,13,732,175,181,164,1262,1216,4,1220,1220,0,0,0,NA,NA,NA,NA,NA
2015,4,3,5,5558,1731,1730,-1,12,1742,103,104,86,483,1808,6,1814,1814,0,0,0,NA,NA,NA,NA,NA
2015,8,8,6,1386,1505,1455,-10,12,1507,173,165,146,1075,1833,7,1858,1840,-18,0,0,NA,NA,NA,NA,NA
2015,7,1,3,4846,630,NA,NA,NA,NA,107,NA,NA,508,NA,NA,817,NA,NA,0,1,NA,NA,NA,NA,NA
2015,7,5,7,5052,2110,2123,13,17,2140,78,78,58,399,2238,3,2228,2241,13,0,0,NA,NA,NA,NA,NA
2015,9,1,2,1880,1015,1007,-8,20,1027,136,142,117,759,1224,5,1231,1229,-2,0,0,NA,NA,NA,NA,NA
2015,12,6,7,3119,1150,1143,-7,18,1201,84,76,54,383,1255,4,1314,1259,-15,0,0,NA,NA,NA,NA,NA
2015,10,21,3,1747,1157,1153,-4,13,1206,227,213,190,1569,1616,10,1644,1626,-18,0,0,NA,NA,NA,NA,NA
2015,2,13,5,443,1330,1348,18,16,1404,153,158,136,1009,1720,6,1703,1726,23,0,0,5,0,18,0,0
2015,2,4,3,772,2040,2036,-4,18,2054,136,130,106,903,2240,6,2256,2246,-10,0,0,NA,NA,NA,NA,NA
2015,8,22,6,1445,1409,1411,2,21,1432,186,177,144,1171,1856,12,1915,1908,-7,0,0,NA,NA,NA,NA,NA
2015,9,18,5,1671,1205,1158,-7,12,1210,184,157,140,1089,1430,5,1509,1435,-34,0,0,NA,NA,NA,NA,NA
2015,1,25,7,4460,1702,1649,-13,14,1703,70,65,38,223,1741,13,1812,1754,-18,0,0,NA,NA,NA,NA,NA
2015,3,15,7,4333,1305,1304,-1,7,1311,70,66,49,304,1400,10,1415,1410,-5,0,0,NA,NA,NA,NA,NA
2015,9,14,1,2140,1045,1045,0,8,1053,265,258,233,1756,1246,17,1310,1303,-7,0,0,NA,NA,NA,NA,NA
2015,4,5,7,1328,1520,1522,2,25,1547,92,100,71,453,1658,4,1652,1702,10,0,0,NA,NA,NA,NA,NA
2015,1,8,4,336,2025,2022,-3,15,2037,119,129,109,697,2226,5,2224,2231,7,0,0,NA,NA,NA,NA,NA
2015,6,28,7,783,2101,2304,123,23,2327,113,123,97,612,104,3,2254,107,133,0,0,10,0,0,123,0
2015,12,11,5,3039,1352,1540,108,25,1605,85,89,46,258,1651,18,1517,1709,112,0,0,4,0,10,98,0
2015,5,15,5,1878,1530,1545,15,14,1559,165,158,138,1024,1917,6,1915,1923,8,0,0,NA,NA,NA,NA,NA
2015,8,4,2,2837,1900,1907,7,25,1932,209,185,156,1089,2208,4,2229,2212,-17,0,0,NA,NA,NA,NA,NA
2015,4,7,2,552,1404,1352,-12,9,1401,56,54,32,108,1433,13,1500,1446,-14,0,0,NA,NA,NA,NA,NA
2015,11,5,4,5201,2115,2111,-4,16,2127,132,117,96,781,2303,5,2327,2308,-19,0,0,NA,NA,NA,NA,NA
2015,2,20,5,1719,955,954,-1,16,1010,210,191,170,1546,1500,5,1525,1505,-20,0,0,NA,NA,NA,NA,NA
2015,1,17,6,3628,955,951,-4,14,1005,83,83,54,287,959,15,1018,1014,-4,0,0,NA,NA,NA,NA,NA
2015,8,4,2,30,1730,1723,-7,26,1749,137,130,99,731,2028,5,2047,2033,-14,0,0,NA,NA,NA,NA,NA
2015,7,4,6,945,930,930,0,17,947,250,245,223,1703,1130,5,1140,1135,-5,0,0,NA,NA,NA,NA,NA
2015,11,24,2,368,1125,1120,-5,16,1136,80,80,57,395,1233,7,1245,1240,-5,0,0,NA,NA,NA,NA,NA
2015,4,30,4,2946,625,619,-6,14,633,76,76,50,295,723,12,741,735,-6,0,0,NA,NA,NA,NA,NA
2015,6,8,1,396,1159,1154,-5,11,1205,39,52,35,100,1240,6,1238,1246,8,0,0,NA,NA,NA,NA,NA
2015,11,17,2,25,1745,1743,-2,21,1804,239,252,219,1303,2043,12,2044,2055,11,0,0,NA,NA,NA,NA,NA
2015,7,8,3,47,630,629,-1,10,639,54,58,45,253,724,3,724,727,3,0,0,NA,NA,NA,NA,NA
2015,12,4,5,2609,854,858,4,27,925,71,80,44,226,1009,9,1005,1018,13,0,0,NA,NA,NA,NA,NA
2015,10,11,7,2105,1525,1620,55,27,1647,215,208,175,1589,2142,6,2100,2148,48,0,0,0,0,48,0,0
2015,10,15,4,7381,1252,1256,4,17,1313,75,77,55,298,1408,5,1407,1413,6,0,0,NA,NA,NA,NA,NA
2015,8,28,5,1292,1255,1251,-4,8,1259,190,177,161,1235,1340,8,1405,1348,-17,0,0,NA,NA,NA,NA,NA
2015,10,7,3,4781,1435,1450,15,6,1456,225,204,191,1444,1607,7,1620,1614,-6,0,0,NA,NA,NA,NA,NA
2015,11,22,7,3044,1140,1139,-1,10,1149,80,68,53,345,1242,5,1300,1247,-13,0,0,NA,NA,NA,NA,NA
2015,6,22,1,647,1015,1054,39,20,1114,76,69,44,325,1158,5,1131,1203,32,0,0,0,0,0,32,0
2015,4,2,4,2354,727,722,-5,22,744,242,266,236,1514,940,8,929,948,19,0,0,19,0,0,0,0
2015,5,13,3,2752,1220,1212,-8,13,1225,94,102,73,425,1338,16,1354,1354,0,0,0,NA,NA,NA,NA,NA
2015,2,11,3,2337,1801,1758,-3,14,1812,113,92,70,432,1922,8,1954,1930,-24,0,0,NA,NA,NA,NA,NA
2015,2,13,5,1618,655,645,-10,9,654,65,51,36,226,730,6,800,736,-24,0,0,NA,NA,NA,NA,NA
2015,4,7,2,6204,550,539,-11,13,552,148,129,112,845,844,4,918,848,-30,0,0,NA,NA,NA,NA,NA
2015,6,20,6,5640,1635,1632,-3,13,1645,105,84,65,414,1750,6,1820,1756,-24,0,0,NA,NA,NA,NA,NA
2015,5,17,7,4199,1058,1055,-3,12,1107,99,81,65,419,1212,4,1237,1216,-21,0,0,NA,NA,NA,NA,NA
2015,5,6,3,334,1446,1443,-3,13,1456,114,134,91,680,1727,30,1740,1757,17,0,0,17,0,0,0,0
2015,7,11,6,688,905,900,-5,27,927,164,154,118,1037,1325,9,1349,1334,-15,0,0,NA,NA,NA,NA,NA
2015,9,23,3,934,1021,1013,-8,14,1027,69,66,44,231,1111,8,1130,1119,-11,0,0,NA,NA,NA,NA,NA
2015,11,4,3,329,1015,1014,-1,10,1024,130,133,115,849,1319,8,1325,1327,2,0,0,NA,NA,NA,NA,NA
2015,3,6,5,2033,1135,1132,-3,15,1147,54,49,31,164,1218,3,1229,1221,-8,0,0,NA,NA,NA,NA,NA
2015,1,11,7,2140,725,724,-1,11,735,130,120,101,787,916,8,935,924,-11,0,0,NA,NA,NA,NA,NA
2015,12,23,3,1943,1445,1452,7,10,1502,75,75,60,337,1602,5,1600,1607,7,0,0,NA,NA,NA,NA,NA
2015,6,12,5,4084,1645,1734,49,9,1743,100,92,77,580,2000,6,1925,2006,41,0,0,3,0,0,38,0
2015,7,3,5,1199,550,545,-5,9,554,160,157,137,997,711,11,730,722,-8,0,0,NA,NA,NA,NA,NA
2015,4,2,4,5581,630,629,-1,16,645,126,138,106,803,931,16,936,947,11,0,0,NA,NA,NA,NA,NA
2015,8,1,6,754,1445,1443,-2,11,1454,136,109,92,731,1726,6,1801,1732,-29,0,0,NA,NA,NA,NA,NA
2015,8,28,5,4511,1250,1309,19,17,1326,176,166,141,1075,1647,8,1646,1655,9,0,0,NA,NA,NA,NA,NA
2015,1,21,3,2687,1700,1657,-3,15,1712,80,77,52,184,1804,10,1820,1814,-6,0,0,NA,NA,NA,NA,NA
2015,12,4,5,434,2155,2158,3,17,2215,314,311,290,2521,605,4,609,609,0,0,0,NA,NA,NA,NA,NA
2015,3,25,3,510,940,936,-4,17,953,355,351,330,2300,1223,4,1235,1227,-8,0,0,NA,NA,NA,NA,NA
2015,4,11,6,5181,1240,1239,-1,21,1300,67,66,41,224,1441,4,1447,1445,-2,0,0,NA,NA,NA,NA,NA
2015,7,31,5,5499,1435,1435,0,22,1457,84,82,55,296,1452,5,1459,1457,-2,0,0,NA,NA,NA,NA,NA
2015,11,25,3,4576,1745,1745,0,28,1813,129,130,94,605,1947,8,1954,1955,1,0,0,NA,NA,NA,NA,NA
2015,4,16,4,2209,2145,2242,57,9,2251,252,211,197,1589,8,5,2357,13,16,0,0,0,0,4,12,0
2015,4,19,7,5124,1432,1619,107,18,1637,69,77,48,250,1825,11,1641,1836,115,0,0,8,0,9,98,0
2015,1,4,7,3288,605,559,-6,10,609,45,41,28,113,637,3,650,640,-10,0,0,NA,NA,NA,NA,NA
2015,2,26,4,6011,815,1028,133,88,1156,58,123,31,173,1227,4,913,1231,198,0,0,65,0,133,0,0
2015,8,14,5,1529,1319,1321,2,19,1340,311,312,276,2248,2116,17,2130,2133,3,0,0,NA,NA,NA,NA,NA
2015,7,2,4,4198,729,722,-7,29,751,166,185,148,872,919,8,915,927,12,0,0,NA,NA,NA,NA,NA
2015,5,10,7,470,730,719,-11,12,731,187,189,173,1237,1024,4,1037,1028,-9,0,0,NA,NA,NA,NA,NA
2015,9,29,2,4450,1846,1840,-6,10,1850,90,92,65,376,1955,17,2016,2012,-4,0,0,NA,NA,NA,NA,NA
2015,6,6,6,1361,1502,1620,78,13,1633,149,138,119,936,1932,6,1831,1938,67,0,0,0,0,67,0,0
2015,4,24,5,1020,2009,2058,49,15,2113,66,88,54,190,2207,19,2115,2226,71,0,0,22,0,0,0,49
2015,8,13,4,443,951,940,-11,11,951,109,109,92,621,1123,6,1140,1129,-11,0,0,NA,NA,NA,NA,NA
2015,1,15,4,4959,1730,1727,-3,9,1736,83,70,56,321,1832,5,1853,1837,-16,0,0,NA,NA,NA,NA,NA
2015,7,31,5,315,2029,2026,-3,11,2037,136,121,103,787,2120,7,2145,2127,-18,0,0,NA,NA,NA,NA,NA
2015,3,16,1,5249,520,509,-11,15,524,158,132,111,802,715,6,758,721,-37,0,0,NA,NA,NA,NA,NA
2015,8,24,1,1424,600,607,7,13,620,123,132,106,667,806,13,803,819,16,0,0,9,0,7,0,0
2015,1,20,2,1798,640,635,-5,7,642,135,119,101,666,823,11,855,834,-21,0,0,NA,NA,NA,NA,NA
2015,1,10,6,169,930,931,1,20,951,71,81,42,236,1033,19,1041,1052,11,0,0,NA,NA,NA,NA,NA
2015,11,10,2,6037,1434,1424,-10,19,1443,106,109,84,517,1607,6,1620,1613,-7,0,0,NA,NA,NA,NA,NA
2015,4,5,7,2557,1510,1535,25,10,1545,63,59,45,190,1630,4,1613,1634,21,0,0,0,0,0,21,0
2015,12,30,3,3056,2210,2221,11,15,2236,51,45,25,122,1,5,1,6,5,0,0,NA,NA,NA,NA,NA
2015,6,19,5,3460,625,719,54,8,727,134,125,113,838,920,4,839,924,45,0,0,0,0,45,0,0
2015,6,30,2,1710,610,610,0,11,621,169,168,143,1012,744,14,759,758,-1,0,0,NA,NA,NA,NA,NA
2015,11,18,3,411,1550,1619,29,20,1639,155,142,116,1024,1935,6,1925,1941,16,0,0,2,0,0,14,0
2015,9,16,3,1501,715,710,-5,21,731,173,161,125,946,936,15,1008,951,-17,0,0,NA,NA,NA,NA,NA
2015,3,13,5,2143,1500,1455,-5,29,1524,81,78,45,214,1609,4,1621,1613,-8,0,0,NA,NA,NA,NA,NA
2015,11,12,4,1649,915,914,-1,33,947,220,227,190,1346,1057,4,1055,1101,6,0,0,NA,NA,NA,NA,NA
2015,9,10,4,2882,850,839,-11,25,904,126,125,96,715,1140,4,1156,1144,-12,0,0,NA,NA,NA,NA,NA
2015,1,1,4,1246,1000,1014,14,39,1053,80,106,61,432,1154,6,1120,1200,40,0,0,36,0,0,4,0
2015,1,8,4,1447,2100,2051,-9,9,2100,80,80,66,486,2306,5,2320,2311,-9,0,0,NA,NA,NA,NA,NA
2015,12,14,1,1180,1425,1408,-17,14,1422,148,143,120,948,1722,9,1753,1731,-22,0,0,NA,NA,NA,NA,NA
2015,1,17,6,1174,1535,1531,-4,10,1541,169,158,140,1035,1801,8,1824,1809,-15,0,0,NA,NA,NA,NA,NA
2015,6,1,1,2030,600,554,-6,19,613,111,119,92,591,845,8,851,853,2,0,0,NA,NA,NA,NA,NA
2015,6,15,1,5597,1121,1117,-4,13,1130,108,96,76,503,1346,7,1409,1353,-16,0,0,NA,NA,NA,NA,NA
2015,2,16,1,4205,1758,NA,NA,NA,NA,142,NA,NA,657,NA,NA,2020,NA,NA,0,1,NA,NA,NA,NA,NA
2015,7,21,2,6520,957,956,-1,18,1014,96,96,71,533,1225,7,1233,1232,-1,0,0,NA,NA,NA,NA,NA
2015,4,23,4,593,545,539,-6,12,551,155,144,124,957,855,8,920,903,-17,0,0,NA,NA,NA,NA,NA
2015,2,8,7,1484,925,920,-5,14,934,58,54,36,190,1010,4,1023,1014,-9,0,0,NA,NA,NA,NA,NA
2015,6,12,5,1657,1817,1832,15,17,1849,192,188,167,1303,1936,4,1929,1940,11,0,0,NA,NA,NA,NA,NA
2015,12,30,3,5329,1730,1840,70,25,1905,102,115,86,536,2131,4,2012,2135,83,0,0,13,0,0,70,0
2015,9,28,1,4679,1529,1529,0,20,1549,64,67,43,196,1632,4,1633,1636,3,0,0,NA,NA,NA,NA,NA
2015,5,12,2,423,1754,1748,-6,9,1757,152,146,131,991,2108,6,2126,2114,-12,0,0,NA,NA,NA,NA,NA
2015,12,28,1,1896,840,839,-1,12,851,147,150,128,1009,1159,10,1207,1209,2,0,0,NA,NA,NA,NA,NA
2015,10,1,4,1583,1310,1308,-2,9,1317,180,169,156,1237,1553,4,1610,1557,-13,0,0,NA,NA,NA,NA,NA
